title,district,area,direction,price,types
整租·承翰半山海 1室1厅 东南,大鹏半岛,37.0,东南,1800,1室1厅1卫
整租·承翰半山海 1室1厅 南/西南,大鹏半岛,37.0,南 西南,1900,1室1厅1卫
整租·三科麓湾 1室1厅 南,大鹏半岛,89.65,南,3200,1室1厅2卫
整租·金众云山栖 4室2厅 南,大鹏半岛,88.54,南,3500,4室2厅2卫
整租·承翰半山海 3室2厅 复式 南,大鹏半岛,150.0,南,4800,3室2厅2卫
整租·海语山林 4室2厅 南,大鹏半岛,67.0,南,3500,4室2厅2卫
整租·承翰陶柏莉 4室2厅 南,大鹏半岛,88.45,南,3600,4室2厅2卫
整租·海语山林 3室2厅 南,大鹏半岛,88.45,南,3500,3室2厅2卫
整租·花样年家天下 4室2厅 南,大鹏半岛,111.47,南,4000,4室2厅2卫
整租·海语山林 3室2厅 东南,大鹏半岛,86.76,东南,3300,3室2厅2卫
整租·承翰半山海 1室1厅 南,大鹏半岛,37.0,南,1800,1室1厅1卫
整租·花样年家天下 4室2厅 南,大鹏半岛,117.0,南,5000,4室2厅2卫
整租·金众云山栖 2室2厅 南,大鹏半岛,61.0,南,2600,2室2厅1卫
整租·承翰半山海 2室2厅 复式 东南,大鹏半岛,77.69,东南,3200,2室2厅2卫
整租·承翰半山海 1室1厅 东南/南,大鹏半岛,37.0,东南 南,1700,1室1厅1卫
整租·承翰半山海 2室2厅 东南,大鹏半岛,79.0,东南,2000,2室2厅2卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 西南,大鹏半岛,85.0,西南,2000,3室2厅1卫
整租·承翰陶柏莉二期 4室2厅 南/北,大鹏半岛,132.0,南 北,5000,4室2厅2卫
整租·承翰半山海 1室1厅 南,大鹏半岛,36.44,南,1600,1室1厅1卫
整租·承翰陶柏莉 3室2厅 东南,大鹏半岛,89.5,东南,3500,3室2厅2卫
整租·承翰陶柏莉 3室1厅 西南,大鹏半岛,72.99,西南,3000,3室1厅1卫
整租·KPR佳兆业广场 1室1厅 东/东南,大鹏半岛,44.92,东 东南,2300,1室1厅1卫
整租·海语山林 2室2厅 南,大鹏半岛,78.0,南,2600,2室2厅1卫
整租·PURE33璞岸 3室2厅 复式 东,大鹏半岛,86.7,东,4500,3室2厅2卫
整租·金众云山栖 3室2厅 南,大鹏半岛,87.14,南,3200,3室2厅2卫
整租·青谷CYAN VALLEY 3室2厅 东南,大鹏半岛,125.0,东南,7200,3室2厅2卫
整租·花样年家天下 3室2厅 东南,大鹏半岛,93.64,东南,3500,3室2厅2卫
整租·金众云山栖 4室2厅 北,大鹏半岛,89.0,北,3800,4室2厅2卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 南,大鹏半岛,85.0,南,2000,3室2厅1卫
整租·承翰半山海 1室1厅 南,大鹏半岛,37.0,南,1750,1室1厅1卫
整租·承翰半山海 1室1厅 南,大鹏半岛,36.0,南,1800,1室1厅1卫
整租·金众云山栖 4室2厅 南/北,大鹏半岛,87.32,南 北,3300,4室2厅2卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 南/北,大鹏半岛,85.0,南 北,3600,3室2厅1卫
整租·承翰半山海 3室2厅 东南,大鹏半岛,79.0,东南,3800,3室2厅2卫
整租·承翰半山海 1室1厅 南,大鹏半岛,33.34,南,1700,1室1厅1卫
整租·金众云山栖 2室1厅 东南,大鹏半岛,61.5,东南,2800,2室1厅1卫
整租·保利24季 4室2厅 东南,大鹏半岛,106.3,东南,5000,4室2厅2卫
整租·亚迪村 3室2厅 南,大鹏半岛,128.0,南,3000,3室2厅2卫
整租·海语山林 3室2厅 南,大鹏半岛,124.0,南,3500,3室2厅2卫
整租·三科麓湾 3室2厅 东南,大鹏半岛,85.71,东南,10000,3室2厅4卫
整租·海语山林 4室2厅 东南,大鹏半岛,124.0,东南,3700,4室2厅2卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 南,大鹏半岛,95.0,南,3400,3室2厅2卫
整租·海语山林 2室2厅 南,大鹏半岛,86.7,南,3600,2室2厅2卫
整租·招商东岸 2室1厅 南,大鹏半岛,77.72,南,2500,2室1厅1卫
整租·金众云山栖 2室2厅 东南,大鹏半岛,62.0,东南,2800,2室2厅1卫
整租·亚迪村 3室2厅 南,大鹏半岛,130.19,南,3500,3室2厅2卫
整租·海语山林 4室2厅 南,大鹏半岛,141.82,南,4200,4室2厅2卫
整租·海语山林 4室3厅 东南,大鹏半岛,74.9,东南,4100,4室3厅2卫
整租·海语山林 3室2厅 南,大鹏半岛,89.0,南,3000,3室2厅2卫
整租·承翰半山海 5室2厅 跃层 南,大鹏半岛,149.99,南,25000,5室2厅2卫
整租·金众云山栖 4室2厅 南,大鹏半岛,140.68,南,4200,4室2厅2卫
整租·海语山林 2室2厅 南,大鹏半岛,78.0,南,2800,2室2厅1卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 东南,大鹏半岛,85.0,东南,3200,3室2厅1卫
整租·KPR佳兆业广场 1室1厅 南,大鹏半岛,45.0,南,2300,1室1厅1卫
整租·承翰半山海 2室1厅 东南,大鹏半岛,37.0,东南,2000,2室1厅1卫
整租·KPR佳兆业广场 3室2厅 南,大鹏半岛,79.0,南,3200,3室2厅1卫
整租·承翰陶柏莉 2室1厅 东南,大鹏半岛,72.99,东南,2500,2室1厅2卫
整租·海语山林 2室2厅 南,大鹏半岛,79.0,南,2600,2室2厅1卫
整租·亚迪村 3室2厅 南,大鹏半岛,129.0,南,2800,3室2厅2卫
整租·华侨海景山庄 2室2厅 南,大鹏半岛,50.0,南,2000,2室2厅1卫
整租·金众云山栖 3室2厅 东南/南,大鹏半岛,87.0,东南 南,3200,3室2厅2卫
整租·承翰陶柏莉 2室2厅 南,大鹏半岛,72.0,南,2600,2室2厅2卫
整租·承翰半山海 1室1厅 东南,大鹏半岛,37.0,东南,1600,1室1厅1卫
整租·花样年家天下 3室2厅 西北,大鹏半岛,103.5,西北,4200,3室2厅2卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 南/北,大鹏半岛,85.0,南 北,3600,3室2厅1卫
整租·承翰半山海 5室3厅 复式 南/北,大鹏半岛,149.18,南 北,32000,5室3厅5卫
整租·金众云山栖 4室2厅 南,大鹏半岛,89.0,南,4000,4室2厅2卫
整租·承翰半山海 1室1厅 西北,大鹏半岛,36.0,西北,1800,1室1厅1卫
整租·承翰半山海 1室1厅 南,大鹏半岛,36.35,南,1800,1室1厅1卫
整租·金众云山栖 4室2厅 南/北,大鹏半岛,87.32,南 北,3300,4室2厅2卫
整租·花样年家天下 4室2厅 东南,大鹏半岛,109.7,东南,5000,4室2厅2卫
整租·万科十七英里 7室2厅 跃层 南/北,大鹏半岛,189.0,南 北,40000,7室2厅3卫
整租·花样年家天下 4室2厅 南,大鹏半岛,112.09,南,3700,4室2厅2卫
整租·承翰半山海 3室2厅 南,大鹏半岛,79.0,南,4000,3室2厅2卫
整租·KPR佳兆业广场 3室1厅 西南,大鹏半岛,111.0,西南,3800,3室1厅1卫
整租·花样年家天下 3室2厅 东南,大鹏半岛,95.0,东南,3500,3室2厅2卫
整租·KPR佳兆业广场 1室1厅 东南,大鹏半岛,57.0,东南,2300,1室1厅1卫
整租·承翰半山海 3室2厅 复式 西南,大鹏半岛,77.95,西南,3500,3室2厅2卫
整租·承翰陶柏莉 3室2厅 东南,大鹏半岛,89.0,东南,3500,3室2厅2卫
整租·PURE33璞岸 3室2厅 跃层 南,大鹏半岛,86.67,南,3600,3室2厅2卫
整租·承翰半山海 1室1厅 东南,大鹏半岛,36.35,东南,1800,1室1厅1卫
整租·金众云山栖 2室1厅 东南,大鹏半岛,61.68,东南,2500,2室1厅1卫
整租·三科麓湾 3室2厅 复式 南,大鹏半岛,76.0,南,3500,3室2厅1卫
整租·花样年家天下 4室2厅 南,大鹏半岛,116.88,南,4500,4室2厅2卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 南,大鹏半岛,85.51,南,3300,3室2厅1卫
整租·华侨海景山庄 2室2厅 南,大鹏半岛,50.0,南,2000,2室2厅1卫
整租·金众云山栖 4室2厅 东南,大鹏半岛,89.0,东南,3800,4室2厅2卫
整租·万科十七英里 1室1厅 南,大鹏半岛,64.0,南,3800,1室1厅2卫
整租·金众云山栖 3室2厅 南,大鹏半岛,87.0,南,3500,3室2厅2卫
整租·承翰半山海 1室1厅 南,大鹏半岛,37.0,南,1800,1室1厅1卫
整租·承翰半山海 1室1厅 南,大鹏半岛,36.0,南,1800,1室1厅1卫
整租·招商东岸 3室2厅 南/北,大鹏半岛,93.5,南 北,3500,3室2厅2卫
整租·滨海盛世名苑 3室2厅 南,大鹏半岛,86.82,南,3700,3室2厅2卫
整租·金众云山栖 2室2厅 南,大鹏半岛,61.68,南,2600,2室2厅1卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 西南,大鹏半岛,85.51,西南,2200,3室2厅1卫
整租·承翰半山海 1室1厅 南,大鹏半岛,36.35,南,1700,1室1厅1卫
整租·金众云山栖 3室2厅 东南,大鹏半岛,87.0,东南,3200,3室2厅2卫
整租·金众云山栖 2室2厅 西南,大鹏半岛,61.8,西南,2800,2室2厅1卫
整租·万科十七英里 1室0厅 南,大鹏半岛,40.0,南,2700,1室0厅1卫
整租·花样年家天下 3室2厅 南,大鹏半岛,111.47,南,3800,3室2厅2卫
整租·金众云山栖 3室2厅 南,大鹏半岛,83.0,南,3200,3室2厅1卫
整租·承翰半山海 3室2厅 跃层 南,大鹏半岛,79.0,南,3000,3室2厅2卫
整租·承翰半山海 3室2厅 跃层 南/北,大鹏半岛,86.0,南 北,4000,3室2厅2卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 南/北,大鹏半岛,85.0,南 北,3600,3室2厅1卫
整租·承翰半山海 3室2厅 东南,大鹏半岛,79.0,东南,3800,3室2厅2卫
整租·承翰半山海 1室1厅 南,大鹏半岛,33.34,南,1700,1室1厅1卫
整租·承翰半山海 5室3厅 复式 南/北,大鹏半岛,149.18,南 北,32000,5室3厅5卫
整租·金众云山栖 4室2厅 南,大鹏半岛,89.0,南,4000,4室2厅2卫
整租·金众云山栖 3室2厅 南,大鹏半岛,83.0,南,3800,3室2厅1卫
整租·花样年家天下 3室2厅 东南,大鹏半岛,94.0,东南,4000,3室2厅2卫
整租·海语山林 3室2厅 南,大鹏半岛,86.0,南,2800,3室2厅2卫
整租·承翰半山海 3室2厅 复式 西南,大鹏半岛,77.95,西南,3500,3室2厅2卫
整租·承翰陶柏莉 3室2厅 东南,大鹏半岛,89.0,东南,3500,3室2厅2卫
整租·承翰半山海 2室2厅 复式 西南,大鹏半岛,77.83,西南,3600,2室2厅2卫
整租·花样年家天下 3室2厅 南,大鹏半岛,103.5,南,4000,3室2厅2卫
整租·海语山林 3室2厅 南,大鹏半岛,86.1,南,3300,3室2厅2卫
整租·承翰陶柏莉 3室2厅 西南,大鹏半岛,89.0,西南,3000,3室2厅1卫
整租·花样年家天下 3室2厅 南,大鹏半岛,96.7,南,3800,3室2厅2卫
整租·承翰半山海 1室0厅 西南,大鹏半岛,38.0,西南,1800,1室0厅1卫
整租·承翰陶柏莉 3室2厅 西南,大鹏半岛,72.75,西南,2800,3室2厅2卫
整租·承翰陶柏莉 3室2厅 南,大鹏半岛,103.66,南,3500,3室2厅2卫
整租·承翰陶柏莉 2室2厅 西南,大鹏半岛,72.75,西南,3300,2室2厅1卫
整租·千禧大厦 3室1厅 北,大鹏半岛,89.0,北,3600,3室1厅1卫
整租·承翰陶柏莉 3室2厅 东南,大鹏半岛,72.0,东南,2900,3室2厅1卫
整租·花样年家天下 3室2厅 南,大鹏半岛,93.13,南,3500,3室2厅2卫
整租·承翰陶柏莉 3室2厅 南,大鹏半岛,88.0,南,3300,3室2厅2卫
整租·花样年家天下 3室2厅 南,大鹏半岛,91.44,南,3600,3室2厅2卫
整租·承翰陶柏莉 4室2厅 南/北,大鹏半岛,123.46,南 北,4200,4室2厅2卫
整租·承翰陶柏莉 5室3厅 跃层 东南/西南,大鹏半岛,193.25,东南 西南,8000,5室3厅3卫
整租·承翰陶柏莉 3室2厅 南,大鹏半岛,89.0,南,3000,3室2厅1卫
整租·金众云山栖 3室2厅 南,大鹏半岛,82.58,南,3000,3室2厅1卫
整租·海语山林 3室2厅 东南,大鹏半岛,86.7,东南,3200,3室2厅2卫
整租·金众云山栖 2室2厅 东南,大鹏半岛,61.46,东南,2800,2室2厅1卫
整租·PURE33璞岸 3室2厅 南,大鹏半岛,85.36,南,3300,3室2厅2卫
整租·卓越蔚蓝铂樾府（普通住宅） 3室2厅 南,大鹏半岛,85.51,南,2200,3室2厅1卫
整租·万科十七英里 1室2厅 复式 南/北,大鹏半岛,67.0,南 北,5000,1室2厅2卫
整租·承翰半山海 2室2厅 复式 南/北,大鹏半岛,78.0,南 北,4200,2室2厅2卫
整租·承翰半山海 1室1厅 西北,大鹏半岛,36.35,西北,1800,1室1厅1卫
整租·万科十七英里 5室2厅 东南,大鹏半岛,700.0,东南,48000,5室2厅4卫
整租·承翰半山海 3室2厅 东南,大鹏半岛,89.0,东南,4500,3室2厅2卫
整租·海语山林 3室2厅 东南,大鹏半岛,86.53,东南,3300,3室2厅2卫
整租·海语山林 3室2厅 南,大鹏半岛,89.0,南,3300,3室2厅2卫
整租·海语山林 2室2厅 南,大鹏半岛,67.0,南,2500,2室2厅1卫
整租·承翰半山海 1室1厅 西南,大鹏半岛,37.0,西南,1700,1室1厅1卫
整租·万科十七英里 2室1厅 跃层 南/北,大鹏半岛,64.2,南 北,5000,2室1厅2卫
整租·招商东岸 3室2厅 南,大鹏半岛,94.0,南,3800,3室2厅2卫
整租·承翰半山海 1室1厅 东南,大鹏半岛,36.5,东南,1500,1室1厅1卫
整租·海语山林 2室1厅 东南,大鹏半岛,79.6,东南,3000,2室1厅1卫
整租·承翰半山海 1室1厅 东南,大鹏半岛,37.0,东南,1900,1室1厅1卫
整租·招商东岸 4室2厅 南,大鹏半岛,120.0,南,4200,4室2厅2卫
整租·恒大成一期 3室2厅 南/西南,坪山,106.0,南 西南,3750,3室2厅2卫
整租·新城燕澜和鸣花园 3室2厅 南,坪山,92.0,南,3000,3室2厅2卫
整租·花样年·旭辉·好时光 3室2厅 西南,坪山,100.0,西南,3600,3室2厅2卫
整租·恒大成二期 3室2厅 东南/南,坪山,106.0,东南 南,3800,3室2厅2卫
整租·恒大成二期 4室2厅 西南,坪山,106.0,西南,3914,4室2厅2卫
整租·万樾府 3室2厅 西南,坪山,96.0,西南,4300,3室2厅2卫
整租·深业东城国际 3室2厅 西北,坪山,87.93,西北,3300,3室2厅2卫
整租·深城投中心公馆 1室1厅 西,坪山,33.0,西,2300,1室1厅1卫
整租·财富城 4室2厅 东南,坪山,89.11,东南,3708,4室2厅2卫
整租·财富城 3室2厅 南,坪山,71.89,南,3350,3室2厅1卫
整租·深业东城上邸 4室2厅 南/北,坪山,89.0,南 北,3500,4室2厅2卫
整租·深业御园 3室2厅 南,坪山,88.0,南,2600,3室2厅2卫
整租·恒大成二期 3室2厅 西北,坪山,98.82,西北,3700,3室2厅2卫
整租·心海城 3室2厅 南,坪山,93.55,南,3400,3室2厅2卫
整租·润樾山 2室2厅 西南,坪山,66.16,西南,3200,2室2厅1卫
整租·方直谷仓府 3室2厅 东南,坪山,93.0,东南,4200,3室2厅2卫
整租·深业东城上邸 3室2厅 复式 南,坪山,88.16,南,3605,3室2厅2卫
整租·泰富华悦都会 3室2厅 南,坪山,85.18,南,3600,3室2厅2卫
整租·奥园翡翠东湾 3室2厅 东,坪山,77.12,东,3150,3室2厅2卫
整租·东津名座 1室1厅 西北,坪山,46.76,西北,2050,1室1厅1卫
整租·深城投中心公馆 1室1厅 南,坪山,32.21,南,2100,1室1厅1卫
整租·碧湖春天 3室2厅 东南,坪山,90.64,东南,2940,3室2厅1卫
整租·金地朗悦 3室2厅 南,坪山,89.0,南,3255,3室2厅1卫
整租·深城投中心公馆 1室1厅 西北,坪山,33.0,西北,2100,1室1厅1卫
整租·豪方东园 3室2厅 南,坪山,78.0,南,3400,3室2厅1卫
整租·恒大成一期 3室2厅 东北,坪山,98.46,东北,3700,3室2厅2卫
整租·碧湖春天 3室2厅 东南,坪山,89.0,东南,3000,3室2厅1卫
整租·恒大成二期 4室2厅 东/东南,坪山,134.72,东 东南,4600,4室2厅2卫
整租·信达泰禾金尊府 3室2厅 南,坪山,88.05,南,4200,3室2厅1卫
整租·大东城二期 3室2厅 东南,坪山,77.0,东南,3700,3室2厅1卫
整租·京基御景印象二期 2室2厅 东南,坪山,84.0,东南,3200,2室2厅1卫
整租·信达泰禾金尊府 4室2厅 东南,坪山,93.0,东南,3300,4室2厅2卫
整租·心海城 3室2厅 南,坪山,99.0,南,3400,3室2厅2卫
整租·碧湖春天 3室2厅 东南,坪山,90.64,东南,2940,3室2厅1卫
整租·深城投中心公馆 1室1厅 西北,坪山,33.0,西北,2100,1室1厅1卫
整租·丹梓龙庭 1室1厅 北,坪山,44.5,北,1600,1室1厅1卫
整租·中海万锦熙岸华庭 3室2厅 东南,坪山,85.0,东南,3000,3室2厅2卫
整租·绿海名居 3室2厅 南,碧海,97.0,南,7200,3室2厅1卫
整租·承翰陶柏莉 2室2厅 南,大鹏半岛,72.0,南,2600,2室2厅1卫
整租·岗厦汇花园 1室1厅 东,福田中心,45.0,东,6800,1室1厅1卫
整租·现代城梦想家园 2室1厅 南,后海,59.64,南,5500,2室1厅1卫
合租·第五大道高发西岸花园三期 3居室 南卧,宝安中心,12.0,南,2600,3室0厅0卫
整租·置地逸轩 1室1厅 北,春风路,42.37,北,5100,1室1厅1卫
合租·嘉洲华苑 4居室 北卧,车公庙,11.6,北,2330,4室1厅1卫
整租·诺德假日花园 1室1厅 西,前海,47.71,西,6530,1室1厅1卫
整租·东津名座 1室1厅 东南,坪山,45.44,东南,2600,1室1厅1卫
整租·花样年·旭辉·好时光 3室2厅 西南,坪山,100.0,西南,3600,3室2厅2卫
整租·财富城 4室2厅 东南,坪山,89.11,东南,3708,4室2厅2卫
整租·新城燕澜和鸣花园 3室2厅 南,坪山,92.0,南,3000,3室2厅2卫
整租·深业东城上邸 3室2厅 复式 南,坪山,88.16,南,3605,3室2厅2卫
整租·财富城 3室2厅 南,坪山,71.89,南,3350,3室2厅1卫
整租·东津名座 2室1厅 西南,坪山,64.04,西南,2700,2室1厅1卫
整租·润樾山 2室2厅 西南,坪山,66.16,西南,3200,2室2厅1卫
整租·深业东城上邸 4室2厅 南/北,坪山,89.0,南 北,3500,4室2厅2卫
整租·深城投中心公馆 1室1厅 西,坪山,33.0,西,2300,1室1厅1卫
整租·东津名座 1室1厅 西北,坪山,46.76,西北,2050,1室1厅1卫
整租·心海城 4室2厅 东南,坪山,100.77,东南,3600,4室2厅2卫
整租·方直谷仓府 3室2厅 东南,坪山,93.0,东南,4200,3室2厅2卫
整租·富润·乐庭 3室2厅 南,坪山,86.92,南,3700,3室2厅2卫
整租·深城投中心公馆 1室1厅 南,坪山,32.21,南,2100,1室1厅1卫
整租·世茂广场 1室0厅 南,坪山,35.0,南,2000,1室0厅1卫
整租·深城投中心公馆 1室1厅 南,坪山,37.19,南,2450,1室1厅1卫
整租·坪山招商花园城南区 4室2厅 南,坪山,130.03,南,3990,4室2厅2卫
整租·坪山招商花园城南区 2室2厅 南,坪山,76.0,南,3300,2室2厅1卫
整租·深业御园 3室2厅 南,坪山,88.0,南,2600,3室2厅2卫
整租·心海城 3室2厅 南,坪山,93.55,南,3400,3室2厅2卫
整租·金地朗悦 3室2厅 南,坪山,89.0,南,3255,3室2厅1卫
整租·恒大成二期 3室2厅 西北,坪山,98.82,西北,3700,3室2厅2卫
整租·豪方东园 3室2厅 南,坪山,78.0,南,3400,3室2厅1卫
整租·深业东城国际 3室2厅 西北,坪山,87.93,西北,3300,3室2厅2卫
整租·深城投中心公馆 1室1厅 西,坪山,33.0,西,2100,1室1厅1卫
整租·深城投中心公馆 1室0厅 北,坪山,25.0,北,1680,1室0厅1卫
整租·奥园翡翠东湾 3室2厅 东,坪山,77.12,东,3150,3室2厅2卫
整租·泰富华悦都会 3室2厅 南,坪山,85.18,南,3600,3室2厅2卫
整租·恒大成二期 3室2厅 北,坪山,99.0,北,3780,3室2厅2卫
整租·绿海名居 3室2厅 南,碧海,97.0,南,7200,3室2厅1卫
整租·承翰陶柏莉 2室2厅 南,大鹏半岛,72.0,南,2600,2室2厅1卫
整租·岗厦汇花园 1室1厅 东,福田中心,45.0,东,6800,1室1厅1卫
整租·现代城梦想家园 2室1厅 南,后海,59.64,南,5500,2室1厅1卫
合租·第五大道高发西岸花园三期 3居室 南卧,宝安中心,12.0,南,2600,3室0厅0卫
整租·置地逸轩 1室1厅 北,春风路,42.37,北,5100,1室1厅1卫
合租·嘉洲华苑 4居室 北卧,车公庙,11.6,北,2330,4室1厅1卫
整租·诺德假日花园 1室1厅 西,前海,47.71,西,6530,1室1厅1卫
整租·信义假日名城四期锦绣园 2室1厅 北,布吉关,65.0,北,5000,2室1厅1卫
整租·御峰园 4室2厅 东,平湖,178.0,东,12000,4室2厅3卫
整租·紫薇花园南区 4室2厅 错层 南/北,龙岗中心城,155.0,南 北,4800,4室2厅3卫
整租·万科千林山居一期（万科清林径） 3室2厅 复式 南,龙岗中心城,85.0,南,3200,3室2厅2卫
整租·英郡年华花园一期 3室2厅 西南,丹竹头,89.33,西南,4000,3室2厅2卫
整租·天安云谷产业园二期 2室1厅 南,坂田,45.0,南,4100,2室1厅1卫
整租·紫薇苑一期 4室2厅 南,龙岗中心城,141.0,南,4200,4室2厅2卫
整租·佳兆业中央广场三期 3室2厅 南,坂田,89.0,南,6800,3室2厅2卫
整租·名门世家 4室2厅 南,横岗,138.0,南,5500,4室2厅2卫
整租·深房翠林苑 3室2厅 南,龙岗双龙,87.0,南,3500,3室2厅1卫
整租·星河智荟 3室2厅 东南,横岗,89.0,东南,5000,3室2厅2卫
整租·万科金色沁园 3室2厅 复式 南,龙岗中心城,89.0,南,4500,3室2厅2卫
整租·卓越城市中心花园 4室2厅 南,横岗,105.0,南,5800,4室2厅2卫
整租·龙岗天健花园 3室2厅 南,龙岗中心城,84.0,南,2800,3室2厅1卫
整租·麟恒中心广场一期 2室1厅 南,横岗,43.06,南,3700,2室1厅1卫
整租·恒大国香山 3室2厅 东南,布吉南岭,88.0,东南,5500,3室2厅2卫
整租·中兆花园 2室2厅 东南,布吉大芬,46.0,东南,2700,2室2厅1卫
整租·十二橡树庄园二期 9室3厅 东/西,坂田,293.59,东 西,38000,9室3厅5卫
整租·启迪协信科技园 1室1厅 南,大运新城,31.93,南,2700,1室1厅1卫
整租·信义荔山公馆 3室2厅 东南,布吉关,89.0,东南,6500,3室2厅1卫
整租·风临域 5室2厅 东南,龙岗中心城,114.21,东南,6300,5室2厅2卫
整租·华创云轩 2室1厅 南,坂田,30.12,南,4000,2室1厅1卫
整租·熙和园 4室2厅 北,龙岗中心城,83.6,北,5100,4室2厅1卫
整租·仁恒梦公园 4室1厅 南,龙岗中心城,68.0,南,4500,4室1厅1卫
整租·万科公园里二期 3室1厅 东南/南,布吉南岭,89.0,东南 南,5000,3室1厅1卫
整租·大世纪花园 2室1厅 西北,布吉街,50.87,西北,3500,2室1厅1卫
整租·文峰华庭 3室2厅 南,布吉南岭,86.0,南,4800,3室2厅2卫
整租·远洋新天地家园  3室2厅 东北,龙岗中心城,89.0,东北,4100,3室2厅2卫
整租·佳兆业上品雅园 4室2厅 南,坂田,123.6,南,6800,4室2厅2卫
整租·中骏四季阳光一期 2室2厅 西南,坪地,67.0,西南,3000,2室2厅1卫
整租·常富楼 3室2厅 西北,翻身,85.83,西北,2500,3室2厅1卫
整租·理想居 2室2厅 东南,翻身,77.7,东南,5200,2室2厅1卫
整租·碧海富通城五期 2室2厅 北,碧海,85.6,北,6500,2室2厅1卫
整租·碧海富通城六期 3室2厅 东南,碧海,82.0,东南,6500,3室2厅1卫
整租·中信湾上六座 3室2厅 南,碧海,88.0,南,7000,3室2厅1卫
整租·鸣乐中心 3室2厅 东南,西乡,104.0,东南,4000,3室2厅1卫
整租·万象中心 2室1厅 南,西乡,44.15,南,4300,2室1厅1卫
整租·碧桂园凤凰国际智谷 1室1厅 东南,西乡,33.0,东南,3600,1室1厅1卫
整租·宝城花园 3室1厅 东南,西乡,102.91,东南,3500,3室1厅1卫
合租·中熙香缇湾 6居室 南卧,西乡,124.99,南,2000,6室1厅2卫
整租·宏发前城 3室2厅 西南,西乡,89.0,西南,8300,3室2厅2卫
整租·招商果岭花园 4室2厅 西南,西乡,124.47,西南,6800,4室2厅2卫
合租·天琴阁 5居室 跃层 东/东南卧,西乡,76.37,东 东南,2180,5室1厅1卫
整租·宝城花园 2室1厅 西北,西乡,102.91,西北,2800,2室1厅1卫
整租·臣田开元广场 3室2厅 东北,桃源居,84.0,东北,5950,3室2厅1卫
整租·桃源居十四区 4室2厅 东南,桃源居,123.0,东南,5000,4室2厅2卫
