title,district,area,direction,price,types
整租·新华联慧谷 3室2厅 南/北,平谷其它,101.26,南 北,2500,3室2厅2卫
整租·新华联YOYO新天地 1室1厅 南,平谷其它,39.67,南,1700,1室1厅1卫
整租·昊腾家园 2室2厅 南/北,阎村,99.29,南 北,1700,2室2厅1卫
整租·旭辉E天地 2房间 北,良乡,35.0,北,2200,3室2厅1卫
整租·西潞园一里 2室1厅 南,良乡,53.88,南,2300,2室1厅1卫
整租·行宫园 2室1厅 南/北,良乡,71.4,南 北,2300,2室1厅1卫
整租·徜徉嘉园5号院 3室1厅 南/北,长阳,92.88,南 北,4000,3室1厅1卫
整租·加州水郡四期 1室1厅 南,长阳,58.87,南,2500,1室1厅1卫
整租·天资华府 2室1厅 南/北,长阳,82.84,南 北,3300,2室1厅1卫
整租·天恒乐活城 1室2厅 西北,阎村,70.57,西北,2550,1室2厅1卫
整租·原香小镇一区 2室1厅 南/北,长阳,88.38,南 北,3500,2室1厅1卫
整租·芭蕾雨悦都南区 3室2厅 南/北,长阳,64.44,南 北,4830,3室2厅2卫
整租·北京时代广场 2房间 东,良乡,36.56,东,2300,3室2厅1卫
整租·长阳国际城三区 3室1厅 南/北,长阳,89.0,南 北,3400,3室1厅1卫
整租·嘉瑞通小区 2室1厅 南/西,良乡,83.41,南 西,2800,2室1厅1卫
整租·绿地诺亚方舟 3房间 南,良乡,49.44,南,3000,3室2厅1卫
整租·FCC中央城 2房间 西,长阳,41.42,西,3200,3室2厅1卫
整租·首创紫悦台 2房间 东南,良乡,33.32,东南,2400,3室2厅1卫
整租·绿湾星苑 2室1厅 南/北,良乡,74.57,南 北,3000,2室1厅1卫
整租·昊天嘉园 1室1厅 东/北,良乡,31.3,东 北,2200,1室1厅1卫
整租·远洋新仕界 2房间 西,良乡,27.0,西,2500,3室2厅1卫
整租·加州水郡三期 2室1厅 南/北,长阳,90.83,南 北,3100,2室1厅1卫
整租·体育场路26号院 1室1厅 南,良乡,40.84,南,1800,1室1厅1卫
整租·启航国际三期 2房间 北,长阳,47.76,北,2400,3室2厅1卫
整租·山水汇豪苑A区 3室2厅 南/北,窦店,139.15,南 北,2100,3室2厅1卫
整租·北京时代广场 2房间 西北,良乡,33.58,西北,2500,3室2厅1卫
整租·康泽佳苑北区 2室1厅 南/北,长阳,79.95,南 北,3650,2室1厅1卫
整租·房山超级蜂巢 2房间 南/北,良乡,58.04,南 北,2300,3室2厅1卫
整租·金域缇香 2室1厅 南,长阳,84.77,南,4000,2室1厅1卫
整租·首创紫悦台 2房间 西,良乡,38.03,西,2800,3室2厅1卫
整租·绿地花都苑 2室1厅 南,长阳,87.83,南,3800,2室1厅1卫
整租·加州水郡Q酷 2房间 西,长阳,34.08,西,1600,3室2厅1卫
整租·香悦四季东区 4室2厅 南/北,马坡,155.15,南 北,6200,4室2厅3卫
整租·胜利小区 1室1厅 南/北,顺义城,43.0,南 北,2600,1室1厅1卫
整租·龙湖香醍溪岸北区 3室1厅 南/北,马坡,119.63,南 北,4916,3室1厅1卫
整租·前进花园一区 3室1厅 南/北,顺义城,92.0,南 北,3100,3室1厅1卫
整租·馨港庄园三区 2室1厅 南/北,李桥,85.0,南 北,3100,2室1厅1卫
整租·丽喜花园 3室1厅 南/北,顺义其它,89.78,南 北,2200,3室1厅1卫
整租·怡馨家园 3室2厅 南/北,顺义城,118.0,南 北,4800,3室2厅2卫
整租·蓝天苑 2室1厅 南/北,首都机场,118.44,南 北,5500,2室1厅2卫
整租·鹭峯国际 3房间 西北,顺义其它,92.0,西北,4100,3室2厅1卫
整租·幸福东区 1室1厅 南,顺义城,42.61,南,2600,1室1厅1卫
整租·后街花园 2室1厅 南,后沙峪,82.56,南,4800,2室1厅1卫
整租·胜利小区 2室1厅 南/北,顺义城,65.0,南 北,3200,2室1厅1卫
整租·临河悦园15号院 1室1厅 南,顺义其它,53.0,南,2600,1室1厅1卫
整租·建新北区 2室1厅 南,顺义城,52.23,南,2800,2室1厅1卫
整租·金地悦景台 1室1厅 西,后沙峪,58.59,西,3300,1室1厅1卫
整租·江山赋 2室1厅 南/北,后沙峪,97.0,南 北,7500,2室1厅1卫
整租·蓝海苑 3室2厅 南/北,首都机场,121.0,南 北,6700,3室2厅2卫
整租·裕祥花园 2室1厅 南/北,后沙峪,80.33,南 北,4600,2室1厅1卫
整租·顺和花园 2室1厅 南/北,顺义其它,81.0,南 北,2300,2室1厅1卫
整租·东兴二区 1室1厅 南/北,顺义城,67.92,南 北,2900,1室1厅1卫
整租·义宾北区 2室1厅 南/北,顺义城,63.0,南 北,3400,2室1厅1卫
整租·和锦华宸·悦境 3室1厅 南/北,马坡,98.0,南 北,5500,3室1厅2卫
整租·丽高王府 3室1厅 东/南,中央别墅区,210.0,东 南,21000,3室1厅2卫
整租·东亚首航国际 2房间 南,顺义其它,58.27,南,3200,3室2厅1卫
整租·旭辉26街区 2房间 北,顺义其它,26.57,北,2600,3室2厅1卫
整租·港馨家园东区 3室1厅 南/北,顺义城,110.0,南 北,3000,3室1厅2卫
整租·裕龙六区 3室1厅 南/北,顺义城,93.34,南 北,2900,3室1厅1卫
整租·义宾北区 3室2厅 南/北,顺义城,103.2,南 北,4000,3室2厅2卫
整租·梅兰居 1室1厅 南,顺义城,64.0,南,3200,1室1厅1卫
整租·红杉一品 1室1厅 南,顺义城,61.56,南,3200,1室1厅1卫
整租·空港雅苑1号院 3室1厅 南/北,大兴机场空港,112.0,南 北,2000,3室1厅1卫
整租·福兴雅苑 2室1厅 南,黄村火车站,99.6,南,4100,2室1厅1卫
整租·芳源里 3室2厅 南/北,旧宫,126.99,南 北,6800,3室2厅2卫
整租·首开康乃馨城 2室2厅 南,枣园,88.0,南,4500,2室2厅1卫
整租·兴政西里 2室1厅 南,黄村中,70.0,南,3500,2室1厅1卫
整租·有德家苑2号院 1室0厅 南,旧宫,50.0,南,3500,1室0厅1卫
整租·枣园小区 2室1厅 南/北,枣园,66.11,南 北,4200,2室1厅1卫
整租·众美MIMO公馆 2房间 北,大兴新机场,53.0,北,1900,3室2厅1卫
整租·佳和园新区 2室1厅 南/北,旧宫,96.72,南 北,4500,2室1厅1卫
整租·兴涛社区 3室2厅 南/北,高米店,132.7,南 北,6800,3室2厅2卫
整租·庑殿家苑A区 2室1厅 南/北,旧宫,86.0,南 北,4600,2室1厅1卫
整租·泰中花园 2室1厅 东,高米店,70.0,东,3200,2室1厅1卫
整租·金融街融汇 1室1厅 南,天宫院,53.0,南,3800,1室1厅1卫
整租·首座御园二区二期 2室1厅 西北,枣园,91.31,西北,4100,2室1厅1卫
整租·龙熙顺景丁区 2室1厅 南/北,大兴新机场,114.0,南 北,3800,2室1厅1卫
整租·熙红印 3室1厅 南/北,西红门,101.73,南 北,7000,3室1厅2卫
整租·车站南里 2室1厅 南/北,黄村火车站,73.0,南 北,2900,2室1厅1卫
整租·东亚五环国际 3房间 西北,旧宫,97.0,西北,4500,3室2厅1卫
整租·观音寺南里 2室1厅 南,观音寺,58.61,南,3000,2室1厅1卫
整租·富力盛悦居 4房间 东北,旧宫,134.12,东北,8550,3室2厅1卫
整租·德宏景苑东区 2室1厅 南/北,瀛海,70.0,南 北,3900,2室1厅1卫
整租·新兴家园 2室1厅 南,南中轴机场商务区,90.82,南,2600,2室1厅1卫
整租·清逸西园 2室1厅 南/西/北,旧宫,64.0,南 西 北,4200,2室1厅1卫
整租·双河南里尚城北区 1室1厅 南/北,枣园,50.92,南 北,3500,1室1厅1卫
整租·新里西斯莱公馆 5室2厅 西南,高米店,268.0,西南,15000,5室2厅3卫
整租·榆垡新城嘉园D区 2室1厅 南/北,大兴机场空港,80.0,南 北,1500,2室1厅1卫
整租·大城小镇 2室1厅 西南,旧宫,95.0,西南,4600,2室1厅1卫
整租·一品嘉园 2室1厅 南/北,南中轴机场商务区,82.51,南 北,2400,2室1厅1卫
整租·宣颐家园 3室2厅 南/北,旧宫,134.0,南 北,7500,3室2厅2卫
整租·华远和墅 2室1厅 东/西,南中轴机场商务区,80.0,东 西,2800,2室1厅1卫
整租·天通苑北一区 4室2厅 南/北,天通苑,188.25,南 北,10000,4室2厅2卫
整租·东亚上北中心 3房间 西南,回龙观,83.0,西南,7100,3室2厅1卫
整租·新悦家园 1室1厅 东,鼓楼大街,52.0,东,2900,1室1厅1卫
整租·天通中苑二区 1房间 东,天通苑,64.0,东,5000,3室2厅1卫
整租·天通苑东三区 2室1厅 南/北,天通苑,107.65,南 北,6000,2室1厅1卫
整租·西关北路 2室1厅 南/北,西关环岛,75.24,南 北,3500,2室1厅1卫
整租·和平街东里 2室1厅 南/北,鼓楼大街,59.49,南 北,3000,2室1厅1卫
整租·路劲世界城一期 3室1厅 东/南/北,南邵,98.08,东 南 北,4500,3室1厅1卫
整租·复地湾流汇一区  4室2厅 南/北,小汤山,310.0,南 北,14000,4室2厅3卫
整租·华府9号 4房间 西,回龙观,85.0,西,7800,3室2厅1卫
整租·观山悦 5室3厅 复式 东/南/西/北,昌平其它,320.12,东 南 西 北,20000,5室3厅4卫
整租·龙回苑 1室1厅 西,回龙观,66.0,西,4300,1室1厅1卫
整租·永安里小区 2室1厅 南/北,鼓楼大街,63.78,南 北,3000,2室1厅1卫
整租·公园两栋 2房间 南,立水桥,58.0,南,5900,3室2厅1卫
整租·龙华园 3室1厅 南/北,回龙观,110.0,南 北,6200,3室1厅1卫
整租·保利罗兰香谷 2室1厅 南,昌平其它,85.44,南,5400,2室1厅1卫
整租·天巢园 3室1厅 南/北,回龙观,89.89,南 北,7200,3室1厅1卫
整租·华润理想国 3室1厅 南/北,北七家,91.0,南 北,4800,3室1厅1卫
整租·北街家园七区 2室1厅 南/北,沙河,86.84,南 北,4500,2室1厅1卫
整租·北京人家 3室1厅 南/北,回龙观,111.33,南 北,7000,3室1厅1卫
整租·小汤山区医院宿舍 2室1厅 南,昌平其它,49.47,南,2300,2室1厅1卫
整租·御汤山东区 5室3厅 东/南/西/北,昌平其它,473.24,东 南 西 北,30000,5室3厅3卫
整租·红石座 2房间 东,东关,60.0,东,3000,3室2厅1卫
整租·金域华府二期 3室1厅 南/北,回龙观,117.0,南 北,10500,3室1厅2卫
整租·金隅万科城二期 3室2厅 南/北,鼓楼大街,123.0,南 北,7200,3室2厅1卫
整租·天泽苑小区 3室1厅 东,鼓楼大街,109.37,东,4600,3室1厅1卫
整租·东辰小区 3室1厅 东/西北,立水桥,82.95,东 西北,5200,3室1厅1卫
整租·天通苑中苑 2室2厅 南/北,天通苑,125.0,南 北,6500,2室2厅2卫
整租·北环路25号院 2室1厅 南,鼓楼大街,99.08,南,4300,2室1厅1卫
整租·天通苑东二区 3室1厅 南/北,天通苑,129.0,南 北,7800,3室1厅2卫
整租·金隅花石匠二期东区 4室2厅 复式 南/北,临河里,164.26,南 北,6800,4室2厅2卫
整租·西马庄园 2室1厅 东/西,通州北苑,78.0,东 西,4500,2室1厅1卫
整租·海棠湾二期 3室2厅 西北,临河里,118.05,西北,6000,3室2厅2卫
整租·迎喜家园 2室1厅 南/北,临河里,88.0,南 北,3500,2室1厅1卫
整租·K2清水湾 2室1厅 南,潞苑,86.93,南,4600,2室1厅1卫
整租·苏荷时代 1室1厅 东南,果园,82.66,东南,4700,1室1厅1卫
整租·朝北8080 4房间 南/北,北关,80.24,南 北,6400,3室2厅1卫
整租·时尚街区西区 2室1厅 东南,梨园,78.23,东南,3900,2室1厅1卫
整租·新城乐居 2室1厅 南/北,临河里,78.0,南 北,3500,2室1厅1卫
整租·西潞苑小区 2室1厅 南/北,北关,58.1,南 北,3500,2室1厅1卫
整租·合生滨江帝景一期 2室1厅 南,玉桥,89.0,南,5300,2室1厅1卫
整租·泰禾1号街区 3房间 北,通州其它,40.0,北,4200,3室2厅1卫
整租·通典铭居 2室2厅 南/北,通州北苑,101.02,南 北,6500,2室2厅1卫
整租·金地北京壹街区 2室1厅 东/西,通州其它,73.0,东 西,3500,2室1厅1卫
整租·帅府园 1室1厅 南/北,万达,49.0,南 北,3000,1室1厅1卫
整租·东亚尚品台湖 1房间 东/西,通州其它,39.11,东 西,2300,3室2厅1卫
整租·天赐良园二期半 2室2厅 南/北,北关,94.02,南 北,5600,2室2厅1卫
整租·西潞苑小区 1室1厅 南,北关,56.41,南,3200,1室1厅1卫
整租·新华联家园北区 2室1厅 南/北,果园,102.37,南 北,4800,2室1厅2卫
整租·站前巴黎 1室0厅 北,梨园,33.04,北,2800,1室0厅1卫
整租·公庄小区 2室1厅 南/北,梨园,80.0,南 北,3300,2室1厅1卫
整租·朗芳园七区 2室1厅 南/北,通州其它,78.76,南 北,3600,2室1厅1卫
整租·永顺西里 2室1厅 南/北,北关,70.97,南 北,3500,2室1厅1卫
整租·西潞苑小区 1室1厅 南,北关,55.88,南,3000,1室1厅1卫
整租·新华联锦园 3室1厅 南/北,通州北苑,84.0,南 北,4500,3室1厅1卫
整租·合生世界村 2房间 西,马驹桥,71.1,西,3450,3室2厅1卫
整租·福运佳园 2室1厅 南,通州其它,88.36,南,2900,2室1厅1卫
整租·泰禾1号街区 1房间 北,通州其它,40.0,北,3300,3室2厅1卫
整租·后南仓 3室1厅 南/北,万达,59.0,南 北,3500,3室1厅1卫
整租·广通小区 2室1厅 南/北,通州北苑,91.4,南 北,5200,2室1厅1卫
整租·新村四里 3室1厅 东/南/北,玉泉营,59.81,东 南 北,5000,3室1厅1卫
整租·广安康润家园东区 1室1厅 南,科技园区,61.35,南,4500,1室1厅1卫
整租·槐树岭4号院 2室1厅 南/北,丰台其它,77.0,南 北,3000,2室1厅1卫
整租·宝隆温泉公寓 1室1厅 西南,科技园区,62.14,西南,4300,1室1厅1卫
整租·长安新城 2室1厅 南/北,青塔,108.0,南 北,6600,2室1厅1卫
整租·角门7号院 2室1厅 南/北,马家堡,72.0,南 北,6000,2室1厅1卫
整租·蒲安西里 2室1厅 西,蒲黄榆,71.16,西,6000,2室1厅1卫
整租·分钟寺南街2号院 2室1厅 东/南/西,成寿寺,75.0,东 南 西,6300,2室1厅1卫
整租·中海甲叁號院 3室2厅 南/北,玉泉营,145.0,南 北,22000,3室2厅2卫
整租·建邦华府 4室1厅 南/北,刘家窑,202.3,南 北,15900,4室1厅3卫
整租·财富西环 1室0厅 北,菜户营,43.49,北,4900,1室0厅0卫
整租·首开华润花香四季 1室1厅 东,科技园区,58.0,东,4500,1室1厅1卫
整租·芳古园二区 4室1厅 南/西南/西,方庄,171.11,南 西南 西,14000,4室1厅2卫
整租·保利百合 2室1厅 南/北,丽泽,91.98,南 北,8900,2室1厅1卫
整租·圆梦园 2室1厅 南/北,岳各庄,96.26,南 北,6500,2室1厅1卫
整租·南华小区 1室1厅 西南,马家堡,57.0,西南,4800,1室1厅1卫
整租·御景春天C区 1室1厅 东/南/北,科技园区,63.5,东 南 北,4900,1室1厅1卫
整租·万科雲庐 4室2厅 南/北,丰台其它,130.48,南 北,6400,4室2厅2卫
整租·西马金润一区 2室1厅 东南,马家堡,93.0,东南,6500,2室1厅1卫
整租·公园懿府 1室1厅 西,新宫,53.0,西,4400,1室1厅1卫
整租·银地家园 3室2厅 南/北,花乡,121.31,南 北,7000,3室2厅2卫
整租·润都大厦 2房间 东,宋家庄,45.0,东,6200,3室2厅1卫
整租·草桥物业小区 1室1厅 南,草桥,51.0,南,4900,1室1厅1卫
整租·芳城园三区 1室1厅 东南,方庄,47.0,东南,4900,1室1厅1卫
整租·西罗园二区 2室1厅 南/北,西罗园,93.93,南 北,6300,2室1厅1卫
整租·南庭新苑北区 2室1厅 南,新宫,58.0,南,5100,2室1厅1卫
整租·张郭庄小区 2室0厅 东/西,丰台其它,50.9,东 西,3200,2室0厅1卫
整租·怡海花园恒泰园 2室1厅 南,科技园区,64.0,南,6300,2室1厅1卫
整租·横一条 2室1厅 南,宋家庄,58.12,南,4000,2室1厅1卫
整租·旭日嘉园 3室1厅 西南,马家堡,148.0,西南,12000,3室1厅2卫
整租·双榆树东里 2室1厅 南/北,双榆树,54.5,南 北,8200,2室1厅1卫
整租·沁春家园 2室1厅 南/北,西三旗,78.86,南 北,6000,2室1厅1卫
整租·颐慧佳园C区 2室1厅 南,四季青,83.0,南,7800,2室1厅1卫
整租·水岸温泉 2室1厅 南,海淀北部新区,80.0,南,6500,2室1厅1卫
整租·龙翔路小区 2室1厅 东/南,牡丹园,61.4,东 南,6500,2室1厅1卫
整租·葛洲坝北京紫郡兰园 4室1厅 南/北,海淀北部新区,139.0,南 北,14000,4室1厅2卫
整租·中海汇德里 3室2厅 南/北,海淀北部新区,97.0,南 北,8500,3室2厅2卫
整租·阳春光华家园 4室2厅 南/北,万柳,176.91,南 北,30000,4室2厅2卫
整租·八家嘉园 1室1厅 南,学院路,64.0,南,6800,1室1厅1卫
整租·北洼东里 2室1厅 南,紫竹桥,66.0,南,7500,2室1厅1卫
整租·知本时代 3室2厅 南/北,西三旗,122.0,南 北,8000,3室2厅2卫
整租·定慧西里 1室1厅 南,定慧寺,51.4,南,5000,1室1厅1卫
整租·安河家园 1室1厅 东/西,海淀其它,70.0,东 西,4594,1室1厅1卫
整租·京投银泰琨御府 1房间 南,四季青,43.0,南,6000,3室2厅1卫
整租·中海汇德里 2室1厅 南/北,海淀北部新区,78.0,南 北,7500,2室1厅1卫
整租·玉阜嘉园 2室1厅 东/西,玉泉路,108.0,东 西,8000,2室1厅1卫
整租·翠微路2号院 2室1厅 南/北,公主坟,82.0,南 北,8900,2室1厅1卫
整租·西翠路12号院 2室1厅 南,万寿路,64.0,南,6800,2室1厅1卫
整租·强佑清河新城府学上院 1室0厅 南,清河,47.39,南,5300,1室0厅1卫
整租·SOCO公社 1房间 北,西三旗,47.0,北,4000,3室2厅1卫
整租·观林园 2室1厅 南/北,清河,95.92,南 北,6500,2室1厅1卫
整租·烟树园 2室1厅 东北,世纪城,74.0,东北,7800,2室1厅1卫
整租·冠城北园 6室2厅 复式 南/北,马甸,367.17,南 北,45000,6室2厅3卫
整租·索家坟 3室1厅 东/西,小西天,92.09,东 西,10500,3室1厅1卫
整租·铁东小区 2室1厅 南/北,军博,51.0,南 北,7400,2室1厅1卫
整租·后白堆子 1室1厅 南,甘家口,41.1,南,5200,1室1厅1卫
整租·京投银泰琨御府 2室1厅 南,四季青,115.0,南,19000,2室1厅2卫
整租·褐石 2室1厅 南,五道口,68.26,南,15000,2室1厅1卫
整租·学府壹号院 5室2厅 南/北,马连洼,275.0,南 北,45000,5室2厅3卫
整租·稻香园西里 3室1厅 西北,苏州桥,72.0,西北,12000,3室1厅1卫
整租·华腾园 3室1厅 西南,双井,138.18,西南,12500,3室1厅2卫
整租·银湖别墅 5室1厅 南/北,大山子,243.0,南 北,200000,5室1厅3卫
整租·来北家园 1室1厅 南,北苑,54.1,南,4800,1室1厅1卫
整租·东恒时代二期 2室1厅 南/北,四惠,94.0,南 北,9800,2室1厅1卫
整租·东润枫景二期 1室1厅 南,朝阳公园,87.83,南,7500,1室1厅1卫
整租·蓝筹名座 2室1厅 南,朝阳门外,109.0,南,15900,2室1厅1卫
整租·华业玫瑰郡 1室1厅 东,石佛营,46.8,东,5930,1室1厅1卫
整租·地杰长安驿 1室1厅 北,建国门外,99.64,北,13000,1室1厅1卫
整租·和平街西苑 2室1厅 东/北,和平里,62.83,东 北,5900,2室1厅1卫
整租·珠江帝景 1室1厅 复式 东北,大望路,76.92,东北,8200,1室1厅1卫
整租·雅宝里社区 2室1厅 南/西,朝阳门外,78.0,南 西,8500,2室1厅1卫
整租·京旺家园 1室1厅 南,中央别墅区,60.0,南,5102,1室1厅1卫
整租·时代国际嘉园 1室1厅 东,双井,52.45,东,6690,1室1厅1卫
整租·苹果社区北区 1室1厅 北,双井,74.92,北,7300,1室1厅1卫
整租·八里庄北里小区 2室1厅 南/北,石佛营,62.78,南 北,5542,2室1厅1卫
整租·朗廷 1房间 东南,管庄,70.0,东南,4800,3室2厅1卫
整租·秀水园 2室1厅 南,甜水园,55.0,南,5800,2室1厅1卫
整租·绿城沁园 2室1厅 东,豆各庄,82.0,东,6500,2室1厅1卫
整租·千鹤家园 3室1厅 西,惠新西街,139.53,西,11900,3室1厅1卫
整租·管庄东里 2室1厅 南/北,管庄,60.0,南 北,4100,2室1厅1卫
整租·保利金泉 1室1厅 南,亚运村,102.0,南,11500,1室1厅1卫
整租·A派公寓 1室1厅 北,双井,56.47,北,8000,1室1厅1卫
整租·丽都东镇滨河1号 1房间 西,酒仙桥,54.9,西,4300,3室2厅1卫
整租·润枫嘉尚 1房间 东南,石佛营,49.99,东南,5402,3室2厅1卫
整租·倚林佳园 4室2厅 南/北,奥林匹克公园,181.55,南 北,25000,4室2厅2卫
整租·方丹苑 2室2厅 东南,潘家园,85.0,东南,7500,2室2厅1卫
整租·嘉瑞公寓 2房间 南,望京,106.93,南,13600,3室2厅1卫
整租·星河湾朗园 5室3厅 跃层 东/南/北,朝青,744.26,东 南 北,120000,5室3厅6卫
整租·金地名京 2室2厅 东,四惠,78.19,东,10200,2室2厅2卫
整租·乐城 1室1厅 北,菜户营,43.1,北,4200,1室1厅1卫
整租·百万庄中里 1室1厅 南,阜成门,41.4,南,7500,1室1厅1卫
整租·马连道北里 2室1厅 南/北,马连道,54.32,南 北,7000,2室1厅1卫
整租·莲花池东路甲5号院 3室1厅 西,木樨地,129.0,西,13800,3室1厅1卫
整租·文兴街3号院 2室1厅 南/北,车公庄,57.7,南 北,7000,2室1厅1卫
整租·红莲南里 2室1厅 南/北,马连道,61.0,南 北,6200,2室1厅1卫
整租·泰和嘉苑 1室0厅 西,牛街,39.95,西,5500,1室0厅1卫
整租·牛街东里 1室1厅 南,牛街,55.0,南,6300,1室1厅1卫
整租·富国里小区 2室1厅 南/北,官园,67.2,南 北,9800,2室1厅1卫
整租·新外大街甲8号院 2室1厅 南,马甸,60.2,南,6500,2室1厅1卫
整租·车站西街1号院 1室0厅 北,广安门,38.11,北,4300,1室0厅1卫
整租·西便门西里 1室1厅 南,木樨地,42.67,南,6000,1室1厅1卫
整租·格调小区 车库,马连道,26.65,南,1000,3室2厅1卫
整租·红莲北里 2室1厅 南,马连道,54.63,南,6500,2室1厅1卫
整租·裕中西里 3室1厅 南/北,马甸,66.2,南 北,8500,3室1厅1卫
整租·京畿道 1室1厅 西,金融街,46.0,西,10500,1室1厅1卫
整租·东华金座 1室1厅 北,牛街,64.0,北,7500,1室1厅1卫
整租·阜成门外大街 2室1厅 南/北,月坛,61.5,南 北,9200,2室1厅1卫
整租·新风街1号院 2室1厅 东南/南,马甸,82.0,东南 南,10500,2室1厅1卫
整租·展览路 1室1厅 东南,阜成门,35.2,东南,7200,1室1厅1卫
整租·月坛北街 1室1厅 东,月坛,38.2,东,6800,1室1厅1卫
整租·复兴门北大街 2室1厅 东南,月坛,64.4,东南,8500,2室1厅1卫
整租·红居南街6号院 1室1厅 南,广安门,41.24,南,4600,1室1厅1卫
整租·新风南里 2室1厅 南/北,马甸,70.0,南 北,9800,2室1厅1卫
整租·复兴门外大街 1室1厅 南,木樨地,40.0,南,6700,1室1厅1卫
