title,district,area,direction,price,types
整租·美盛教育港湾二期 3室2厅 南,陈寨,100.5,南,1200,3室2厅2卫
整租·宏益华香港城二期 1室1厅 南,大石桥,47.0,南,1600,1室1厅1卫
整租·民航新村 3室2厅 南,财富广场,90.0,南,3000,3室2厅1卫
整租·时尚PARTY 1室0厅 北,火车站,33.0,北,900,1室0厅1卫
整租·聂庄公寓 3室2厅 南,未来大厦,145.0,南,3600,3室2厅2卫
整租·博客工社 1室0厅 南/北,徐寨,40.0,南 北,1100,1室0厅1卫
整租·财智名座 1室0厅 南,省中医院,61.0,南,1500,1室0厅1卫
整租·时尚PARTY 1室0厅 南,火车站,31.0,南,900,1室0厅1卫
整租·花园路22号 3室2厅 南/北,花园路,110.0,南 北,2900,3室2厅1卫
整租·省燃料公司家属院 2室1厅 南/北,花园路,65.0,南 北,1600,2室1厅1卫
整租·姚寨省直住宅小区 3室1厅 南/北,财富广场,84.0,南 北,2000,3室1厅1卫
整租·嘉辰丽景苑 1室0厅 西,北站,38.0,西,1800,1室0厅1卫
整租·银基王朝4期东南御 2室1厅 南/北,燕庄,92.0,南 北,3000,2室1厅1卫
整租·首座国际公寓 1室1厅 南,燕庄,48.0,南,1450,1室1厅1卫
整租·美盛教育港湾一期 3室2厅 南,陈寨,120.0,南,3200,3室2厅2卫
整租·安泰文苑 3室2厅 西,索凌路北段,126.0,西,1800,3室2厅1卫
整租·摩尔国际 1室1厅 南,花园路,40.0,南,1300,1室1厅1卫
整租·天佑小区 4室2厅 南,燕庄,178.0,南,3800,4室2厅2卫
整租·翠园熙昕苑 1室1厅 南,索凌路北段,48.0,南,1200,1室1厅1卫
整租·万达SOHO 1室0厅 南,文博广场,45.13,南,2200,1室0厅1卫
整租·圣菲城 3室2厅 南,徐寨,136.0,南,3500,3室2厅2卫
整租·瀚宇天悦城一期 2室1厅 南,海洋馆,81.0,南,999,2室1厅1卫
整租·泉舜锦泉苑 3室2厅 南,青少年公园,140.0,南,3500,3室2厅2卫
整租·金成时代广场一期 3室1厅 东南,财富广场,109.0,东南,3300,3室1厅1卫
整租·南阳路62号院 2室1厅 南/北,青少年公园,51.33,南 北,1100,2室1厅1卫
整租·联盛大厦 3室2厅 西南,花园路,142.0,西南,3000,3室2厅2卫
整租·康桥东麓园 4室2厅 南,杨金路,143.0,南,2200,4室2厅2卫
整租·正商智慧城颖园 3室2厅 南,南龙湖商圈,109.0,南,1300,3室2厅1卫
整租·锦荣广场 2室1厅 南,航空港商圈,46.13,南,1500,2室1厅1卫
整租·鼎天东尚 3室2厅 南/北,龙子湖,90.0,南 北,2200,3室2厅1卫
整租·正弘数码公寓 2室1厅 南,文博广场,70.0,南,1400,2室1厅1卫
整租·教工花苑 3室2厅 南,龙子湖,125.0,南,2200,3室2厅1卫
整租·升龙凤凰城D区 2室1厅 北,东建材,63.0,北,2000,2室1厅1卫
整租·航院家属院 2室1厅 南/北,古玩城,55.0,南 北,900,2室1厅1卫
整租·正商汇景公寓 2室1厅 复式 南,蓝钻商圈,44.02,南,1800,2室1厅1卫
整租·升龙凤凰城D区 3室2厅 南,东建材,90.0,南,2600,3室2厅1卫
整租·烟厂后街5号 3室1厅 南/北,紫荆山,96.0,南 北,1400,3室1厅1卫
整租·阳光城8号院西院 3室2厅 南/北,阳光城,129.0,南 北,2800,3室2厅2卫
整租·中岳七里香堤 3室1厅 南,蓝钻商圈,89.0,南,1900,3室1厅1卫
整租·正商城禧园3号院 2室1厅 南,正商城,85.3,南,1500,2室1厅1卫
整租·兴商公寓 2室1厅 南,紫荆山,61.0,南,1100,2室1厅1卫
整租·橡树玫瑰城 2室1厅 南,阳光城,81.68,南,1500,2室1厅1卫
整租·鸿基紫荆苑 2室2厅 南,正商城,103.0,南,1700,2室2厅1卫
整租·富田太阳城三期 1室1厅 南,世纪欢乐园,57.0,南,1400,1室1厅1卫
整租·城东南路18号 2室2厅 南,蓝钻商圈,80.0,南,1200,2室2厅1卫
整租·富田太阳城三期 2室1厅 东北,世纪欢乐园,89.0,东北,1300,2室1厅1卫
整租·正商中州城紫辰园 2室1厅 南,蓝钻商圈,70.51,南,1500,2室1厅1卫
整租·富田城九鼎公馆三号院 3室2厅 东南/南/北,橄榄城,115.0,东南 南 北,800,3室2厅2卫
整租·云尚城樱海园 3室1厅 东南,正商城,98.0,东南,1800,3室1厅1卫
整租·南刘庄二号院 1室1厅 南,橄榄城,41.0,南,1300,1室1厅1卫
整租·绿地花语城盛锦苑 3室1厅 南/北,橄榄城,100.0,南 北,1600,3室1厅2卫
整租·二里岗街20号 3室2厅 南/北,正商城,117.0,南 北,1300,3室2厅1卫
整租·陇海东路58号院 2室2厅 南,商代遗址,81.0,南,1300,2室2厅1卫
整租·针织厂家属院 2室1厅 南/北,商代遗址,60.0,南 北,1100,2室1厅1卫
整租·正商幸福港湾 1室1厅 东,幸福港湾,58.0,东,1300,1室1厅1卫
整租·绿都紫荆华庭晴园 3室2厅 南,橄榄城,89.0,南,2000,3室2厅1卫
整租·十八里河兴仁居三号院 3室2厅 南,橄榄城,131.0,南,2300,3室2厅2卫
整租·永威枫香庭西院 2室2厅 南,蓝钻商圈,89.0,南,1650,2室2厅1卫
整租·升龙凤凰城B区 1室0厅 北,东建材,38.67,北,1300,1室0厅1卫
整租·紫东河二期 3室2厅 南/北,橄榄城,103.56,南 北,1600,3室2厅1卫
整租·碧桂园时代城鸿园 3室2厅 南,未知地区,89.0,南,1300,3室2厅1卫
合租·十里铺新村二号院 3居室 北卧,鑫苑城,30.0,北,1100,3室1厅3卫
整租·东香书苑 1室1厅 东,世纪欢乐园,39.0,东,900,1室1厅1卫
整租·正商幸福港湾A区 1室1厅 北,幸福港湾,39.0,北,1200,1室1厅1卫
整租·金地铂悦 2室1厅 南/北,幸福港湾,85.65,南 北,2400,2室1厅1卫
整租·国贸公馆 1室1厅 西南,郑州一中,43.0,西南,1100,1室1厅1卫
整租·公交首末站公寓 3室2厅 北,儿童公园,108.0,北,1600,3室2厅1卫
整租·鑫苑国际广场 1室1厅 北,王府井,60.0,北,1550,1室1厅1卫
整租·卧龙新村 2室2厅 南,儿童公园,83.0,南,900,2室2厅1卫
整租·国贸公馆 3室2厅 南/西南,郑州一中,224.42,南 西南,4000,3室2厅2卫
整租·豫桐花园1号院 3室2厅 南,常西湖,115.0,南,1200,3室2厅1卫
整租·中原中路151号 3室1厅 南,中原万达,117.0,南,1500,3室1厅1卫
整租·方圆经纬二期 3室2厅 南/北,王府井,86.0,南 北,2000,3室2厅1卫
整租·汝河小区 3室1厅 南/北,儿童公园,86.0,南 北,1300,3室1厅1卫
整租·嵩山南路12号院 2室1厅 南,电力新村,60.0,南,900,2室1厅1卫
整租·中原新城王府西院 3室1厅 南,郑州一中,105.0,南,2200,3室1厅1卫
整租·郑州绿都城 3室2厅 南/北,中原万达,89.0,南 北,1300,3室2厅1卫
整租·文化宫路18号 3室1厅 南,郑州晚报社,85.0,南,1900,3室1厅1卫
整租·方圆经纬社区 3室1厅 南/北,王府井,86.0,南 北,2200,3室1厅1卫
整租·同汇花园2号院 2室1厅 南,常西湖,84.65,南,1250,2室1厅1卫
整租·三王庄滨河花园B区 2室1厅 南/北,常西湖,89.0,南 北,1000,2室1厅1卫
整租·计划路1-15号 2室0厅 南,汽车西站,55.0,南,801,2室0厅1卫
整租·保利心语二期 1室0厅 东,交警二大队,39.0,东,1200,1室0厅1卫
整租·新乔庄 2室1厅 南,汽车西站,62.17,南,900,2室1厅1卫
整租·岗坡阳光新苑 2室1厅 南,汽车西站,73.0,南,1000,2室1厅1卫
整租·六合幸福门 2室1厅 东,热电厂,80.0,东,1200,2室1厅1卫
整租·金枝名苑 2室2厅 南,常西湖,85.0,南,1500,2室2厅1卫
整租·天誉龙邸北区 1室1厅 东,五龙口,51.0,东,1000,1室1厅1卫
整租·市委社区 3室2厅 南/北,电力新村,101.0,南 北,1450,3室2厅1卫
整租·九龙国际 3室2厅 南,五龙口,89.0,南,1500,3室2厅1卫
整租·郑工小区 1室1厅 南,五龙口,39.1,南,900,1室1厅1卫
整租·景弘中央公园 1室0厅 南/北,热电厂,43.77,南 北,850,1室0厅1卫
整租·锦绣华北 2室2厅 南,中原万达,90.0,南,1500,2室2厅1卫
整租·正商颖河港湾 1室1厅 北,中原万达,33.0,北,900,1室1厅1卫
整租·豫桐花园3号院 3室1厅 南/北,常西湖,95.0,南 北,1200,3室1厅1卫
整租·泰宏建业国际城21号院 3室2厅 南,万客来,89.18,南,1200,3室2厅1卫
整租·隆福国际 3室2厅 南/北,老郑大,147.0,南 北,2500,3室2厅2卫
整租·亚星盛世家园 2室2厅 南/北,兴华南街,100.0,南 北,1600,2室2厅1卫
整租·郑大西南生活区 2室1厅 南/北,老郑大,57.0,南 北,1400,2室1厅1卫
整租·升龙城六号院 2室1厅 北,市财政局,60.0,北,1400,2室1厅1卫
整租·锦绣山河玉华园 2室1厅 南,万客来,82.0,南,850,2室1厅1卫
整租·中苑名都 2室1厅 南,老郑大,80.0,南,1700,2室1厅1卫
整租·金源大都汇 1室0厅 北,王府井,48.0,北,1500,1室0厅1卫
整租·中岳大厦 2室2厅 西,二七万达,88.0,西,1400,2室2厅1卫
整租·中铁苑小区 2室2厅 南,鞋城,101.0,南,1300,2室2厅1卫
整租·长城康桥华城 2室1厅 南/北,老郑大,54.4,南 北,1400,2室1厅1卫
整租·升龙城8号院 3室2厅 南,市财政局,122.54,南,2600,3室2厅2卫
整租·泰宏建业国际城 1室0厅 东,万客来,36.0,东,1000,1室0厅1卫
整租·长城康桥华城 2室1厅 东/南,老郑大,55.0,东 南,1300,2室1厅1卫
整租·城市山水 1室0厅 北,兴华南街,43.0,北,1100,1室0厅1卫
整租·锦绣山河玉畅园 2室2厅 南,万客来,76.0,南,1050,2室2厅1卫
整租·升龙城六号院 3室1厅 南,市财政局,89.99,南,1950,3室1厅1卫
整租·亚星盛世家园 1室0厅 北,兴华南街,39.0,北,900,1室0厅1卫
整租·正商和园广场 1室0厅 南,正商城,60.0,南,1200,1室0厅1卫
整租·万科大都会天悦苑 3室2厅 南/北,橄榄城,89.0,南 北,1500,3室2厅1卫
整租·鑫苑国际城市花园 1室0厅 南,王府井,48.0,南,1200,1室0厅1卫
整租·亚星盛世悦都 2室1厅 南/北,兴华南街,77.0,南 北,1500,2室1厅1卫
整租·鑫苑国际城市花园 1室1厅 北,王府井,33.0,北,1000,1室1厅1卫
整租·锅炉厂家属院 2室1厅 南,王府井,81.0,南,900,2室1厅1卫
整租·郑飞小区 3室1厅 南/北,二七万达,81.0,南 北,1100,3室1厅1卫
整租·保全街60号院 2室2厅 南,鞋城,59.0,南,900,2室2厅1卫
整租·江泰天宇国际 1室1厅 东/西,二七万达,54.0,东 西,1200,1室1厅1卫
整租·大学中路98号 4室2厅 南/北,市财政局,156.0,南 北,1800,4室2厅2卫
整租·亚新嵩山路新公馆 2室1厅 南,万客来,37.0,南,1200,2室1厅1卫
整租·锦和广场 2室2厅 南/北,万客来,51.0,南 北,1300,2室2厅1卫
整租·瀚海航城 2室1厅 南,航空港商圈,70.26,南,1000,2室1厅1卫
整租·盛世城邦瑾园 3室2厅 南,航空港商圈,116.5,南,800,3室2厅2卫
整租·鸿运佳苑 3室2厅 南/北,航空港商圈,140.0,南 北,800,3室2厅2卫
整租·锦绣荷园社区 3室2厅 南/北,航空港商圈,120.0,南 北,1200,3室2厅1卫
整租·苑陵古城社区 2室1厅 南,航空港商圈,90.0,南,800,2室1厅1卫
整租·兴港永威和园 4室2厅 南/北,航空港商圈,145.0,南 北,1800,4室2厅2卫
整租·润丰锦尚 3室2厅 南/北,航空港商圈,120.0,南 北,1500,3室2厅1卫
整租·锦荣广场 2室1厅 南,航空港商圈,47.0,南,1200,2室1厅1卫
整租·云瓴国际 2室1厅 南,航空港商圈,67.0,南,1300,2室1厅2卫
整租·兴瑞汇金国际 1室0厅 南,航空港商圈,110.0,南,2000,1室0厅0卫
整租·万科美景魅力之城幽兰园 1室1厅 北,航空港商圈,40.0,北,600,1室1厅1卫
整租·龙湖景粼玖序 3室2厅 南/北,高新梧桐,133.0,南 北,3000,3室2厅2卫
整租·V公馆II期 1室1厅 东,高新公园道,47.0,东,900,1室1厅1卫
整租·谦祥万和城一期 3室2厅 南,高新新郑大,88.0,南,1700,3室2厅1卫
整租·保利永威西溪花园 3室2厅 南,高新梧桐,86.0,南,1750,3室2厅1卫
整租·保利和光屿湖逸园 3室1厅 南,高新万科,94.0,南,1500,3室1厅1卫
整租·中海万锦熙岸 3室2厅 南/北,高新万科,121.0,南 北,1500,3室2厅2卫
整租·秦庄嘉园 3室2厅 南,高新梧桐,90.0,南,2100,3室2厅1卫
整租·万科城小世界 3室2厅 复式 南,高新万科,47.0,南,1500,3室2厅2卫
整租·朗悦公园道1号北苑 3室2厅 南/北,高新公园道,89.0,南 北,2100,3室2厅1卫
整租·荣盛花语水岸 3室2厅 南,高新万科,99.0,南,1350,3室2厅1卫
整租·建业香雅园 3室1厅 南,五龙口,104.0,南,2000,3室1厅2卫
整租·公园道1号V公馆1期 1室1厅 南,高新公园道,53.0,南,1000,1室1厅1卫
整租·翰林国际城 1室0厅 北,高新公园道,31.0,北,1000,1室0厅1卫
整租·红河瀛园二期 3室2厅 南/北,五龙口,108.64,南 北,1500,3室2厅1卫
整租·翰林国际城 1室0厅 南,高新公园道,35.0,南,1000,1室0厅1卫
整租·万科城秋棠苑 3室2厅 南,高新万科,89.0,南,1500,3室2厅1卫
整租·绿洲花园1号院 3室2厅 东/西,五龙口,123.63,东 西,2000,3室2厅1卫
整租·万科城湖心岛 3室2厅 东,高新万科,125.0,东,2000,3室2厅2卫
整租·朗悦公园道1号玺园 3室2厅 南,高新公园道,89.0,南,2000,3室2厅1卫
整租·恒大城牡丹园 2室2厅 南,高新外国语,84.0,南,1380,2室2厅1卫
整租·万科城锦枫苑 3室2厅 南,高新万科,89.0,南,1500,3室2厅1卫
整租·万科城雅梅苑 3室2厅 南/北,高新万科,89.0,南 北,1400,3室2厅1卫
整租·关庄文苑西苑 2室1厅 南,高新外国语,73.0,南,2200,2室1厅1卫
整租·谦祥万和城二期 1室1厅 南,高新新郑大,60.0,南,1000,1室1厅1卫
整租·石佛艺术公社 1室1厅 南,高新梧桐,47.0,南,1000,1室1厅1卫
整租·西连河村 3室2厅 南/北,高新新郑大,135.0,南 北,1600,3室2厅2卫
整租·华强城市广场云瓴 1室1厅 北,五龙口,56.0,北,1050,1室1厅1卫
整租·高新锦华苑 3室2厅 南,高新公园道,126.27,南,1200,3室2厅2卫
整租·保利文化广场和园 4室2厅 南/北,高新公园道,136.0,南 北,2900,4室2厅1卫
整租·五龙新城香沁园 2室2厅 南,五龙口,90.0,南,1600,2室2厅1卫
整租·正商智慧城颖园 3室2厅 南,南龙湖商圈,109.0,南,1300,3室2厅1卫
整租·锦荣广场 2室1厅 南,航空港商圈,46.13,南,1500,2室1厅1卫
整租·鼎天东尚 3室2厅 南/北,龙子湖,90.0,南 北,2200,3室2厅1卫
整租·正弘数码公寓 2室1厅 南,文博广场,70.0,南,1400,2室1厅1卫
整租·教工花苑 3室2厅 南,龙子湖,125.0,南,2200,3室2厅1卫
整租·升龙凤凰城D区 2室1厅 北,东建材,63.0,北,2000,2室1厅1卫
整租·航院家属院 2室1厅 南/北,古玩城,55.0,南 北,900,2室1厅1卫
整租·正商汇景公寓 2室1厅 复式 南,蓝钻商圈,44.02,南,1800,2室1厅1卫
整租·东岸曦城 3室1厅 东南,白沙,88.0,东南,800,3室1厅1卫
整租·东悦城1号院 3室2厅 南/北,白沙,116.0,南 北,1300,3室2厅2卫
整租·名门紫园一期 4室2厅 南,绿博,253.0,南,3600,4室2厅2卫
整租·东润城臻园 3室2厅 西南/西,白沙,115.0,西南 西,1500,3室2厅1卫
整租·东润城裕园 3室1厅 南,白沙,95.0,南,1200,3室1厅1卫
整租·东岸曦城 3室1厅 南,白沙,86.0,南,1000,3室1厅1卫
整租·东岸曦城 3室2厅 西南,白沙,109.0,西南,1200,3室2厅1卫
整租·东岸曦城 3室1厅 西南,白沙,87.0,西南,1000,3室1厅1卫
整租·东方银座 1室1厅 东,中牟城区,33.0,东,800,1室1厅1卫
整租·有色地质家园A区 2室1厅 南,象湖,89.0,南,600,2室1厅1卫
整租·东润城裕园 3室1厅 南/北,白沙,95.0,南 北,1200,3室1厅1卫
整租·水木年华小区 2室2厅 南,象湖,85.0,南,1300,2室2厅1卫
整租·张湖桥社区 2室1厅 南,象湖,65.0,南,1100,2室1厅1卫
整租·东岸曦城 3室2厅 南,白沙,98.0,南,800,3室2厅1卫
整租·东岸曦城 3室1厅 东,白沙,112.0,东,800,3室1厅1卫
整租·恒通新城 3室2厅 南/北,象湖,128.0,南 北,1600,3室2厅1卫
整租·上东城 3室2厅 南/北,象湖,117.0,南 北,1000,3室2厅2卫
整租·东悦城1号院 3室1厅 南,白沙,75.0,南,800,3室1厅1卫
整租·东润城璟园 3室1厅 南,白沙,89.0,南,1100,3室1厅1卫
整租·东润城璟园 3室1厅 南,白沙,90.0,南,1100,3室1厅1卫
